#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.610493	       0.250896	      101358656	              0	              0	       63416237	          10000	          10000	           7189	           5271	              0	              0
# FOUND (2692,3748)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.723274	       0.294739	      122486950	              0	              0	      118321667	          10000	          10000	           1896	           1756	              0	              0
# FOUND (6922,6301)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.468216	       0.195678	       81747798	              0	              0	       58090495	          10000	          10000	           3884	           5960	              0	              0
# FOUND (4260,1935)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.197715	       0.081382	       36396492	              0	              0	       34504656	          10000	          10000	            112	           8306	              0	              0
# FOUND (9620,509)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.718283	       0.295575	      117242856	              0	              0	      115283344	          10000	          10000	            894	            832	              0	              0
# FOUND (6179,6664)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.444933	       0.188829	       74692820	              0	              0	       68245592	          10000	          10000	           5236	           1130	              0	              0
# FOUND (3483,1488)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.027855	       0.011307	        4204048	              0	              0	        4053928	          10000	          10000	             51	           1719	              0	              0
# FOUND (235,5633)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.724727	       0.301551	      124034626	              0	              0	      119367393	          10000	          10000	           1044	           2724	              0	              0
# FOUND (7881,42)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.618250	       0.252543	      103241390	              0	              0	       94393402	          10000	          10000	           3589	           2465	              0	              0
# FOUND (5675,5906)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.536608	       0.217707	       89222564	              0	              0	       71925466	          10000	          10000	           4356	           3966	              0	              0
# FOUND (4525,5808)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.482831	       0.192463	       74967564	              0	              0	       69127558	          10000	          10000	           1308	           4089	              0	              0
# FOUND (5352,2751)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.031475	       0.012737	        5671816	              0	              0	        5485570	          10000	          10000	             44	           1841	              0	              0
# FOUND (324,5821)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.216088	       0.090567	       37023098	              0	              0	       25820377	          10000	          10000	           4749	           2281	              0	              0
# FOUND (946,5707)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.605573	       0.252535	       94613574	              0	              0	       93685073	          10000	          10000	           2054	             80	              0	              0
# FOUND (4674,7531)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.420939	       0.175222	       70228236	              0	              0	       68085925	          10000	          10000	           2791	            647	              0	              0
# FOUND (3524,8310)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.636953	       0.266970	      116674158	              0	              0	      112108050	          10000	          10000	           1149	           3597	              0	              0
# FOUND (8396,2986)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.607794	       0.255929	      102040782	              0	              0	       58970746	          10000	          10000	           8239	           5204	              0	              0
# FOUND (1657,1725)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.070031	       0.027942	       11478116	              0	              0	       10571219	          10000	          10000	           3394	            250	              0	              0
# FOUND (495,5415)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.515789	       0.214046	       83501362	              0	              0	       82151770	          10000	          10000	           1513	            329	              0	              0
# FOUND (4177,1144)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.581493	       0.242007	       92636014	              0	              0	       51858044	          10000	          10000	           4956	           8227	              0	              0
# FOUND (3122,1608)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.618617	       0.258206	       95139442	              0	              0	       47861954	          10000	          10000	           5542	           8525	              0	              0
# FOUND (197,1460)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.226734	       0.076490	       25342122	              0	              0	       24915057	          10000	          10000	            789	            229	              0	              0
# FOUND (1252,9451)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.201100	       0.078129	       28737812	              0	              0	       25452049	          10000	          10000	           6089	            468	              0	              0
# FOUND (1162,5796)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.581137	       0.242508	       90943116	              0	              0	       88064304	          10000	          10000	           1817	           1378	              0	              0
# FOUND (4939,3748)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.641677	       0.268031	       79167840	              0	              0	       40693042	          10000	          10000	           6479	           5938	              0	              0
# FOUND (272,3985)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       1.361139	       0.563160	      154704830	              0	              0	      151850589	          10000	          10000	            607	           2045	              0	              0
# FOUND (9363,6145)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.624675	       0.263487	      111226108	              0	              0	      108810652	          10000	          10000	            286	           3489	              0	              0
# FOUND (8169,1069)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.673523	       0.275630	      116184472	              0	              0	      111560710	          10000	          10000	            976	           4027	              0	              0
# FOUND (8950,1173)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.796859	       0.332939	      137399356	              0	              0	      135690076	          10000	          10000	            197	           2686	              0	              0
# FOUND (9157,6942)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.189974	       0.080770	       37634332	              0	              0	       29592536	          10000	          10000	           1951	           3999	              0	              0
# FOUND (1795,1779)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.671766	       0.285945	      115464044	              0	              0	      114383490	          10000	          10000	            101	           2906	              0	              0
# FOUND (7984,4987)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.463731	       0.195586	       83320918	              0	              0	       51505750	          10000	          10000	           7971	           3986	              0	              0
# FOUND (1636,4750)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.389413	       0.167403	       69844622	              0	              0	       68210105	          10000	          10000	            769	           1134	              0	              0
# FOUND (3754,1075)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.658758	       0.277364	      108939428	              0	              0	      108084421	          10000	          10000	            480	           1600	              0	              0
# FOUND (6381,7925)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.110287	       0.046159	       21013028	              0	              0	       17664709	          10000	          10000	            553	           5936	              0	              0
# FOUND (1760,3794)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.542973	       0.230831	       95021168	              0	              0	       80769149	          10000	          10000	           4965	           2781	              0	              0
# FOUND (4606,3244)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.686345	       0.293123	      125692732	              0	              0	      121715494	          10000	          10000	           1106	           3152	              0	              0
# FOUND (8595,1972)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.404189	       0.171349	       65966960	              0	              0	       63770358	          10000	          10000	           4020	            487	              0	              0
# FOUND (3235,9087)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.397872	       0.168746	       61798696	              0	              0	       59608958	          10000	          10000	           4751	            434	              0	              0
# FOUND (3000,8609)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       1.125870	       0.472501	      161018132	              0	              0	      160094889	          10000	          10000	             13	            482	              0	              0
# FOUND (8360,6982)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.487836	       0.203444	       75547104	              0	              0	       71245211	          10000	          10000	           6235	            671	              0	              0
# FOUND (3587,4948)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.665447	       0.280755	      100710496	              0	              0	       99502992	          10000	          10000	           1112	            461	              0	              0
# FOUND (5151,7203)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.942119	       0.396716	      146404790	              0	              0	      141695039	          10000	          10000	           2621	            616	              0	              0
# FOUND (7298,913)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.364304	       0.153199	       67306460	              0	              0	       36017197	          10000	          10000	           8992	           3442	              0	              0
# FOUND (360,2726)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.404411	       0.172164	       76257590	              0	              0	       59598858	          10000	          10000	           3399	           4775	              0	              0
# FOUND (4108,1654)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.106700	       0.043942	       18931028	              0	              0	       13858925	          10000	          10000	            439	           7880	              0	              0
# FOUND (2071,819)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.157747	       0.066852	       24008330	              0	              0	       21523033	          10000	          10000	           5383	            399	              0	              0
# FOUND (991,3285)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.453784	       0.194425	       78514064	              0	              0	       72414065	          10000	          10000	           6139	            915	              0	              0
# FOUND (3649,2218)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.301149	       0.124069	       54980374	              0	              0	       49174280	          10000	          10000	            777	           7442	              0	              0
# FOUND (8473,1685)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.722028	       0.307314	      117563992	              0	              0	      115840112	          10000	          10000	            760	           2246	              0	              0
# FOUND (7357,4580)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.371746	       0.157420	       71365360	              0	              0	       62721237	          10000	          10000	           1311	           5737	              0	              0
# FOUND (6341,532)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.671236	       0.282179	      102385764	              0	              0	      101027579	          10000	          10000	            322	             18	              0	              0
# FOUND (4991,9543)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.761733	       0.318188	      119359444	              0	              0	      118005537	          10000	          10000	           4039	              5	              0	              0
# FOUND (5834,9150)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.826610	       0.350940	      133369454	              0	              0	      131750374	          10000	          10000	             39	            465	              0	              0
# FOUND (6823,1518)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.225262	       0.089651	       41702078	              0	              0	       40776537	          10000	          10000	           2352	            375	              0	              0
# FOUND (2069,9303)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.059891	       0.024765	        9697302	              0	              0	        9349226	          10000	          10000	             89	           2851	              0	              0
# FOUND (629,3224)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.566270	       0.240540	       94826358	              0	              0	       91965153	          10000	          10000	           2178	           1126	              0	              0
# FOUND (5019,8348)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.460326	       0.197035	       84190116	              0	              0	       78213919	          10000	          10000	           1945	           2759	              0	              0
# FOUND (4987,3006)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.680123	       0.288851	      101509058	              0	              0	       51979725	          10000	          10000	           5966	           8178	              0	              0
# FOUND (672,139)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.881813	       0.374954	      141827626	              0	              0	      139939162	          10000	          10000	           1149	           1319	              0	              0
# FOUND (7950,3448)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.568692	       0.242343	      101929272	              0	              0	      100247309	          10000	          10000	            544	           2437	              0	              0
# FOUND (6515,3212)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.397639	       0.167257	       68492712	              0	              0	       66702248	          10000	          10000	            376	           2870	              0	              0
# FOUND (4551,2710)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.403808	       0.171783	       78460690	              0	              0	       72450608	          10000	          10000	           1293	           4607	              0	              0
# FOUND (6158,4010)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.585392	       0.247884	       94391280	              0	              0	       48110109	          10000	          10000	           8281	           5573	              0	              0
# FOUND (206,2300)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.745105	       0.320659	      118131448	              0	              0	      115482297	          10000	          10000	           1610	           1332	              0	              0
# FOUND (6507,7389)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.156371	       0.066899	       28146378	              0	              0	       27059851	          10000	          10000	            237	           3135	              0	              0
# FOUND (1891,3055)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.110163	       0.046552	       16790546	              0	              0	       16205154	          10000	          10000	            562	            838	              0	              0
# FOUND (852,3004)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.799829	       0.339667	      134996102	              0	              0	      134482854	          10000	          10000	              8	           2148	              0	              0
# FOUND (8529,6565)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.637256	       0.268777	       99048736	              0	              0	       97718996	          10000	          10000	            917	            465	              0	              0
# FOUND (5053,9219)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.272341	       0.114469	       52796752	              0	              0	       45968306	          10000	          10000	           1836	           3501	              0	              0
# FOUND (3010,4929)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.437307	       0.185894	       67214044	              0	              0	       67175279	          10000	          10000	            597	             54	              0	              0
# FOUND (3374,7078)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.206917	       0.086082	       35231122	              0	              0	       31597911	          10000	          10000	           6660	            545	              0	              0
# FOUND (1478,6381)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.689454	       0.287425	      106563520	              0	              0	      102124874	          10000	          10000	           1854	            703	              0	              0
# FOUND (5253,719)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.615714	       0.262001	       99372436	              0	              0	       72695132	          10000	          10000	           5294	           4914	              0	              0
# FOUND (4523,412)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.535368	       0.228264	       88968272	              0	              0	       85383396	          10000	          10000	           3398	           1041	              0	              0
# FOUND (4564,5819)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.393701	       0.165174	       69902558	              0	              0	       68696691	          10000	          10000	            272	           2898	              0	              0
# FOUND (4750,6161)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.385882	       0.163167	       60196586	              0	              0	       57380464	          10000	          10000	           6310	            434	              0	              0
# FOUND (2851,6653)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.105838	       0.044115	       19211174	              0	              0	       12181868	          10000	          10000	           5248	           1318	              0	              0
# FOUND (296,6112)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.157679	       0.066033	       27490936	              0	              0	       25086071	          10000	          10000	           5527	            398	              0	              0
# FOUND (1180,9062)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.426805	       0.181235	       76593694	              0	              0	       59282075	          10000	          10000	           2630	           6492	              0	              0
# FOUND (5980,1407)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.517095	       0.219516	       88181422	              0	              0	       81685915	          10000	          10000	           5692	           1134	              0	              0
# FOUND (4239,7990)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.647974	       0.277014	      104266340	              0	              0	      103202823	          10000	          10000	            548	           1349	              0	              0
# FOUND (5902,5548)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.766543	       0.298679	      129485434	              0	              0	      125829307	          10000	          10000	           1136	           2652	              0	              0
# FOUND (8312,1701)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.176231	       0.075023	       28610536	              0	              0	       27777728	          10000	          10000	           3634	            108	              0	              0
# FOUND (1361,8086)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.096460	       0.031978	       19117382	              0	              0	       12456798	          10000	          10000	           3553	           1750	              0	              0
# FOUND (351,2005)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.852533	       0.362774	      135959008	              0	              0	      134337623	          10000	          10000	           1618	            431	              0	              0
# FOUND (6933,9308)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.557823	       0.235919	       94946110	              0	              0	       62186658	          10000	          10000	           5685	           5685	              0	              0
# FOUND (3409,358)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.189009	       0.079696	       37002996	              0	              0	       30572753	          10000	          10000	           2197	           2921	              0	              0
# FOUND (1704,6934)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.132304	       0.056096	       26173852	              0	              0	       14486760	          10000	          10000	           3504	           3330	              0	              0
# FOUND (209,5594)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.328691	       0.138206	       57195134	              0	              0	       38658071	          10000	          10000	           3718	           4924	              0	              0
# FOUND (1981,2966)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.491435	       0.196343	       72439404	              0	              0	       63132070	          10000	          10000	           5196	           1715	              0	              0
# FOUND (3247,7725)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.346632	       0.148149	       63229432	              0	              0	       56046076	          10000	          10000	           1603	           4268	              0	              0
# FOUND (4261,3046)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.590732	       0.244693	      107808022	              0	              0	      100666390	          10000	          10000	           3278	           2112	              0	              0
# FOUND (5927,4275)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.245720	       0.100962	       41029866	              0	              0	       29037917	          10000	          10000	           5466	           2000	              0	              0
# FOUND (1065,1918)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.067435	       0.028391	       13340412	              0	              0	       11909360	          10000	          10000	            704	           1911	              0	              0
# FOUND (647,4923)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.405604	       0.171003	       67434750	              0	              0	       67236530	          10000	          10000	            292	            451	              0	              0
# FOUND (3509,8204)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.102980	       0.043614	       18835346	              0	              0	       14475090	          10000	          10000	           6178	            673	              0	              0
# FOUND (542,1640)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.833364	       0.347199	      136153086	              0	              0	      132267837	          10000	          10000	           1350	           2449	              0	              0
# FOUND (8499,6845)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.759210	       0.248259	       89927592	              0	              0	       87015842	          10000	          10000	           5358	            327	              0	              0
# FOUND (4346,8841)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.785036	       0.306559	      122852458	              0	              0	      121992889	          10000	          10000	            209	            684	              0	              0
# FOUND (6500,6159)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.540744	       0.210329	       89889960	              0	              0	       84510614	          10000	          10000	           2718	           1636	              0	              0
# FOUND (4729,7548)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.375526	       0.151324	       66579504	              0	              0	       54040536	          10000	          10000	           2742	           4294	              0	              0
# FOUND (3636,131)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.231324	       0.087717	       37019310	              0	              0	       33903468	          10000	          10000	           1299	           2178	              0	              0
# FOUND (1967,5971)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       1.217696	       0.509624	      189908134	              0	              0	      188119883	          10000	          10000	             64	            202	              0	              0
# FOUND (9507,6722)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.676267	       0.278495	      110211848	              0	              0	      108370122	          10000	          10000	            348	           3827	              0	              0
# FOUND (8627,1099)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.229778	       0.093772	       42804648	              0	              0	       39795434	          10000	          10000	            450	           6131	              0	              0
# FOUND (4752,2869)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.285691	       0.116471	       38461780	              0	              0	       21260826	          10000	          10000	           1763	           9720	              0	              0
# FOUND (7223,272)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.054739	       0.022155	       10865104	              0	              0	       10165551	          10000	          10000	             72	           5563	              0	              0
# FOUND (1066,2090)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.536197	       0.221708	       79771640	              0	              0	       58400959	          10000	          10000	           5024	           4163	              0	              0
# FOUND (3171,2840)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.479897	       0.204532	       80821404	              0	              0	       78046004	          10000	          10000	            970	           2343	              0	              0
# FOUND (4914,3889)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.686639	       0.288663	      108863972	              0	              0	       57803977	          10000	          10000	           6312	           7969	              0	              0
# FOUND (1659,902)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.643855	       0.266074	      108937690	              0	              0	      105338404	          10000	          10000	           2974	           1060	              0	              0
# FOUND (5689,4209)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.226776	       0.092962	       36447728	              0	              0	       29771386	          10000	          10000	           7798	            824	              0	              0
# FOUND (1258,2855)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.902263	       0.381530	      152415348	              0	              0	      151628199	          10000	          10000	             41	           2201	              0	              0
# FOUND (9669,2324)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.597077	       0.250352	       96458354	              0	              0	       93730729	          10000	          10000	           1411	           1107	              0	              0
# FOUND (5115,8741)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.692800	       0.288620	      113009644	              0	              0	      108670274	          10000	          10000	           1360	           2113	              0	              0
# FOUND (6613,2107)
#          time	        caltime	         pixmem	     addsOrSubs	      divisions	    comparisons	          width	         height	         width2	        height2	             dx	             dy
       0.817304	       0.344428	      133911970	              0	              0	      132533091	          10000	          10000	            294	           1501	              0	              0
# FOUND (7714,8105)
